번호,본부,사업소,팀,작업명,위험요인,안전조치방법
1414,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,6. 열차접근 경보앱 및 연동장치 사용
1415,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,7. 열차감시원 휴대폰 사용금지
1416,광주본부,광주전기사업소,전철팀,부하개폐기 점검,넘어짐,1. 선로변 지장물 파악 후 및 이동
1417,광주본부,광주전기사업소,전철팀,부하개폐기 점검,넘어짐,2. 이동 통로 및 평탄 개소 위주 이동
1418,광주본부,광주전기사업소,전철팀,부하개폐기 점검,넘어짐,3. 야간 이동 시 휴대용 조명 사용
1419,광주본부,광주전기사업소,전철팀,부하개폐기 점검,떨어짐,1. 배수로에 안전 발판 설치
1420,광주본부,광주전기사업소,전철팀,부하개폐기 점검,떨어짐,2. 단로기 함체 하부 발판 설치
1421,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,1. 단로기 함체 안전쿠션 설치
1422,광주본부,광주전기사업소,전철팀,부하개폐기 점검,감전,1. 안전보호구(안전모 등) 착용
1423,광주본부,광주전기사업소,전철팀,부하개폐기 점검,감전,2. 작업 시 도전체(시계 등) 착용 금지
1424,광주본부,광주전기사업소,전철팀,부하개폐기 점검,감전,3. 절연장갑 및 절연공구류 사용
1425,광주본부,광주전기사업소,전철팀,부하개폐기 점검,감전,4. 검전기 및 활선경보기 사용
1426,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,"1. 자동차 운행 전 일상검수 시행(타이어 공기압, 제동 및 조향장치 기능 등)"
1427,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,2. 졸음운전경보 장치 사용
1428,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,3. 주기적인 실내 환기 시행
1429,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,4. 전 좌석 안전벨트 착용
1430,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,5. 장거리 운행 시 교대운전 시행
1431,광주본부,광주전기사업소,전철팀,업무용 차량 이동,부딪힘,6. 동계운행 시 윈터타이어 착용
1432,광주본부,광주전기사업소,전철팀,업무용 차량 이동,끼임,1. 차량 탑승 시 내부 손잡이를 잡고 탑승
1433,광주본부,광주전기사업소,전철팀,도보이동,부딪힘,1. 이동 시 주변 작업자 유무 확인
1434,광주본부,광주전기사업소,전철팀,도보이동,부딪힘,2. 주변 지장물 확인
1435,광주본부,광주전기사업소,전철팀,도보이동,넘어짐,1. 이동통로 및 평탄 개소 위주 이동
1436,광주본부,광주전기사업소,전철팀,도보이동,넘어짐,2. 이동 시 전자기기류 사용 지양
1437,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",1. 무더위 쉼터 지정
1438,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",2. 포도당 섭취
1439,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",3. 작업 중 주기적인 휴식 및 수분 섭취
1440,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",4. 폭염주의보 발령 시 외부작업 금지
1441,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",5. 작업자 컨디션 확인
1442,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,"넘어짐, 쓰러짐",6. 주기적인 작업자 체온 확인
1443,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,화상,1. 외부작업 시 피부노출 최소화
1444,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,화상,2. 햇빛가림막 및 쿨토시 착용
1445,광주본부,광주전기사업소,전철팀,폭염 시 외부작업,화상,3. 자외선 차단제 사용
1446,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"넘어짐, 쓰러짐","1. 빙판, 눈길 발생 시 아이젠 착용 "
1447,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"넘어짐, 쓰러짐",2. 작업자 컨디션 확인
1448,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"넘어짐, 쓰러짐",3. 도보이동 시 입수보행 금지
1449,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"넘어짐, 쓰러짐",4. 주요이동통로 미끄럼방지 매트 설치
1450,광주본부,광주전기사업소,전철팀,한파 시 외부작업,유해물질,1. 염화칼슘 살포 시 장갑 착용 및 적정도구(삽 등) 사용
1451,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증",1. 한파주의보 발령 시 외부작업 금지
1452,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증","2. 발열조끼, 핫팩 사용"
1453,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증",3. 작업자 방한용품 착용
1454,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증",4. 맨손작업 금지
1455,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증",5. 적절한 난방이 되어있는 장소에서 주기적 휴식
1456,광주본부,광주전기사업소,전철팀,한파 시 외부작업,"동상, 저체온증",
1457,광주본부,광주전기사업소,통신팀,통신선로 순회점검,비탈면 이동 시 불규칙 통로 및 수풀에서 미끄러 넘어짐,- 작업 전 지형 확인 철저
1458,광주본부,광주전기사업소,통신팀,통신선로 순회점검,비탈면 이동 시 불규칙 통로 및 수풀에서 미끄러 넘어짐,- 주통로 또는 이동경로 
1459,광주본부,광주전기사업소,통신팀,통신선로 순회점검,비탈면 이동 시 불규칙 통로 및 수풀에서 미끄러 넘어짐,주변 제초작업
1460,광주본부,광주전기사업소,통신팀,통신선로 순회점검,잡초나 수목 때문에 이동 시 넘어짐,- 작업 전 지형 확인 철저
1461,광주본부,광주전기사업소,통신팀,통신선로 순회점검,잡초나 수목 때문에 이동 시 넘어짐,- 봄철 지장수목(잡초) 제거
1462,광주본부,광주전기사업소,통신팀,통신선로 순회점검,이동경로 야생 식물들과 접촉으로 피부발진,- 신체접촉 최소
1463,광주본부,광주전기사업소,통신팀,통신선로 순회점검,이동경로 야생 식물들과 접촉으로 피부발진,- 이동경로 주변 제초작업
1464,광주본부,광주전기사업소,통신팀,통신선로 순회점검,제초 및 유지보수 시 곤충 및 파충류 등에 물림,- 이동 및 접근 시 주의통행
1465,광주본부,광주전기사업소,통신팀,통신선로 순회점검,제초 및 유지보수 시 곤충 및 파충류 등에 물림,- 곤충퇴치 스프레이 준비
1466,광주본부,광주전기사업소,통신팀,통신선로 순회점검,우천 및 결빙 시 노면이 미끄러워 넘어짐,- 이동중 서두름 금지
1467,광주본부,광주전기사업소,통신팀,통신선로 순회점검,우천 및 결빙 시 노면이 미끄러워 넘어짐,- 안정된 자세로 이동
1468,광주본부,광주전기사업소,통신팀,통신선로 순회점검,측선 자갈도상에서 점검 및 이동 시 넘어짐,- 보호구(안전화) 착용방법 준수
1469,광주본부,광주전기사업소,통신팀,통신선로 순회점검,측선 자갈도상에서 점검 및 이동 시 넘어짐,- 서두름 금지
1470,광주본부,광주전기사업소,통신팀,통신선로 순회점검,측선 자갈도상에서 점검 및 이동 시 넘어짐,(작업자 상호독려)
1471,광주본부,광주전기사업소,통신팀,통신선로 순회점검,여름철 통신선로 순회점검 시 더위 위험,- 작업 시 무더위쉼터 지정 
1472,광주본부,광주전기사업소,통신팀,통신선로 순회점검,여름철 통신선로 순회점검 시 더위 위험,- 충분한 휴식
1473,광주본부,광주전기사업소,통신팀,통신선로 순회점검,여름철 통신선로 순회점검 시 더위 위험,- 상비약 및 아이스박스 챙기기
1474,광주본부,광주전기사업소,통신팀,통신선로 순회점검,선로변 점검 시 열차접촉사고 위험,- 작업 전 대피장소 파악 및 숙지
1475,광주본부,광주전기사업소,통신팀,통신선로 순회점검,선로변 점검 시 열차접촉사고 위험,- 단락동선 설치 및 열차감시원 배치
1476,광주본부,광주전기사업소,통신팀,통신선로 순회점검,선로변 점검 시 열차접촉사고 위험,- 열차접근 경보앱 활용
1477,광주본부,광주전기사업소,통신팀,통신선로 순회점검,"계측기, 재료 운반 시 중량물에 의한 근골격계 위험",- 작업 전 스트레칭
1478,광주본부,광주전기사업소,통신팀,통신선로 순회점검,"계측기, 재료 운반 시 중량물에 의한 근골격계 위험",- 맨홀 개방용 기구 이용
1479,광주본부,광주전기사업소,통신팀,통신선로 순회점검,"계측기, 재료 운반 시 중량물에 의한 근골격계 위험",- 2인 1조 작업 시행
1480,광주본부,광주전기사업소,통신팀,통신선로 순회점검,건물 및 맨홀 등 밀폐공간 작업 시 유해가스 노출 위험,- 충분한 환기 시행 후 작업 시행
1481,광주본부,광주전기사업소,통신팀,통신선로 순회점검,건물 및 맨홀 등 밀폐공간 작업 시 유해가스 노출 위험,- 맨홀 작업 전 가스 측정기 사용
1482,광주본부,광주전기사업소,통신팀,통신선로 순회점검,선로순회 시 시설물에 부딪힘 ,안전보호구 착용
1483,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,"터널 내, 진‧출입 이동 시 바닥시설물에 걸려 넘어짐",- 직무안전교육 실시
1484,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,"터널 내, 진‧출입 이동 시 바닥시설물에 걸려 넘어짐",- 전방주시 철저
1485,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,"터널 내, 진‧출입 이동 시 바닥시설물에 걸려 넘어짐",- 터널 조명등 및 헤드랜턴 사용
1486,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 LCX 케이블 점검 및 보수 시 전차선 감전 우려,- 전차선과의 접근한계거리 유지 
1487,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 LCX 케이블 점검 및 보수 시 전차선 감전 우려,- 활선경보기 점검 철저
1488,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 LCX 케이블 점검 및 보수 시 전차선 감전 우려,- 안전보호구 착용 철저
1489,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 LCX 케이블 점검 및 보수 시 전차선 감전 우려,- 전차선 단전 후 작업 시행
1490,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,고소작업 시 작업자세 불량 및 안전요대 착용불량으로 추락,- 고소 작업 시 사다리 고정 철저
1491,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,고소작업 시 작업자세 불량 및 안전요대 착용불량으로 추락,- 2인 1조 작업 시행
1492,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,고소작업 시 작업자세 불량 및 안전요대 착용불량으로 추락,- 안전사다리 사용
1493,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,사다리 승하강 시 각종 공구 소지로 인해 작업자 추락 위험,- 운반용 가방 지참
1494,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,겨울철 터널 및 교량작업 시 콘크리트 바닥 살얼음 및 돌출물 등으로 인해 넘어짐,- 주변 상태 파악 후 이동 적정조명 사용
1495,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동중 터널위치파악이 어려워 열차 접촉,- 대피장소 파악 및 숙지
1496,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동중 터널위치파악이 어려워 열차 접촉,- 단락동선설치 및 열차감시원배치
1497,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동중 터널위치파악이 어려워 열차 접촉,- 열차시각 확인 운전협의 철저
1498,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,터널 내 작업 시 열차진입으로 인해 대피소로 이동중 터널위치파악이 어려워 열차 접촉,"- 열차접근경보앱 활용, "
1499,광주본부,광주전기사업소,통신팀,터널 무선중계장치 점검 및 보수,계측기 및 재료 운반 점검 시 중량물에 의한 근골격계 위험,- 작업 전 스트레칭
